NAME                                    VERSION                                   TYPE                           
libpwquality1                           1.4.5-3build1                             deb                             
libpython3-stdlib                       3.12.3-0ubuntu2                           deb                             
libpython3.12-minimal                   3.12.3-1ubuntu0.3                         deb                             
libpython3.12-stdlib                    3.12.3-1ubuntu0.3                         deb                             
libpython3.12t64                        3.12.3-1ubuntu0.3                         deb                             
libqmi-glib5                            1.35.2-0ubuntu2                           deb                             
libqmi-proxy                            1.35.2-0ubuntu2                           deb                             
libqmi-utils                            1.35.2-0ubuntu2                           deb                             
libqpdf29t64                            11.9.0-1.1build1                          deb                             
libqrencode4                            4.1.1-1build2                             deb                             
libqrtr-glib0                           1.2.2-1ubuntu4                            deb                             
libqt5core5t64                          5.15.13+dfsg-1ubuntu1                     deb                             
libqt5dbus5t64                          5.15.13+dfsg-1ubuntu1                     deb                             
libqt5gui5t64                           5.15.13+dfsg-1ubuntu1                     deb                             
libqt5network5t64                       5.15.13+dfsg-1ubuntu1                     deb                             
libqt5qml5                              5.15.13+dfsg-1                            deb                             
libqt5qmlmodels5                        5.15.13+dfsg-1                            deb                             
libqt5quick5                            5.15.13+dfsg-1                            deb                             
libqt5waylandclient5                    5.15.13-1                                 deb                             
libqt5x11extras5                        5.15.13-1                                 deb                             
librabbitmq4                            0.11.0-1build2                            deb                             
libraptor2-0                            2.0.16-3build3                            deb                             
librav1e0                               0.7.1-2                                   deb                             
libraw1394-11                           2.1.2-2build3                             deb                             
libreadline8t64                         8.2-4build1                               deb                             
libreadonly-perl                        2.050-3                                   deb                             
libref-util-perl                        0.204-2                                   deb                             
libref-util-xs-perl                     0.117-2build4                             deb                             
librist4                                0.2.10+dfsg-2                             deb                             
librole-tiny-perl                       2.002004-1                                deb                             
librsvg2-2                              2.58.0+dfsg-1build1                       deb                             
librsvg2-common                         2.58.0+dfsg-1build1                       deb                             
librtmp1                                2.4+20151223.gitfa8646d.1-2build7         deb                             
librubberband2                          3.3.0+dfsg-2build1                        deb                             
libsamplerate0                          0.2.2-4build1                             deb                             
libsane-common                          1.2.1-7build4                             deb                             
libsane1                                1.2.1-7build4                             deb                             
libsasl2-2                              2.1.28+dfsg1-5ubuntu3.1                   deb                             
libsasl2-modules                        2.1.28+dfsg1-5ubuntu3.1                   deb                             
libsasl2-modules-db                     2.1.28+dfsg1-5ubuntu3.1                   deb                             
libsbc1                                 2.0-1build1                               deb                             
libsdl2-2.0-0                           2.30.0+dfsg-1build3                       deb                             
libseccomp2                             2.5.5-1ubuntu3.1                          deb                             
libsecret-1-0                           0.21.4-1build3                            deb                             
libsecret-common                        0.21.4-1build3                            deb                             
libselinux1                             3.5-2ubuntu2                              deb                             
libsemanage-common                      3.5-1build5                               deb                             
libsemanage2                            3.5-1build5                               deb                             
libsensors-config                       1:3.6.0-9build1                           deb                             
libsensors5                             1:3.6.0-9build1                           deb           (+1 duplicate)    
libsepol2                               3.5-2build1                               deb                             
libserd-0-0                             0.32.2-1                                  deb                             
libsharpyuv0                            1.3.2-0.4build3                           deb                             
libshine3                               3.1.1-2build1                             deb                             
libshout3                               2.4.6-1build2                             deb                             
libsidplay1v5                           1.36.60-1build1                           deb                             
libsigc++-2.0-0v5                       2.12.1-2                                  deb                             
libslang2                               2.3.3-3build2                             deb                             
libsm6                                  2:1.2.3-1build3                           deb                             
libsmartcols1                           2.39.3-9ubuntu6.1                         deb                             
libsmbclient0                           2:4.19.5+dfsg-4ubuntu9                    deb                             
libsnapd-glib-2-1                       1.64-0ubuntu5                             deb                             
libsnappy1v5                            1.1.10-1build1                            deb                             
libsndfile1                             1.2.2-1ubuntu5                            deb                             
libsndio7.0                             1.9.0-0.3build3                           deb                             
libsnmp-base                            5.9.4+dfsg-1.1ubuntu3                     deb                             
libsnmp40t64                            5.9.4+dfsg-1.1ubuntu3                     deb                             
libsodium23                             1.0.18-1build3                            deb                             
libsord-0-0                             0.16.16-2build1                           deb                             
libsoundtouch1                          2.3.2+ds1-1build1                         deb                             
libsoup-2.4-1                           2.74.3-6ubuntu1.1                         deb                             
libsoup-3.0-0                           3.4.4-5ubuntu0.1                          deb                             
libsoup-3.0-common                      3.4.4-5ubuntu0.1                          deb                             
libsoup2.4-common                       2.74.3-6ubuntu1.1                         deb                             
libsoxr0                                0.1.3-4build3                             deb                             
libspa-0.2-modules                      1.0.5-1ubuntu2                            deb                             
libspandsp2t64                          0.0.6+dfsg-2.1build1                      deb                             
libspecio-perl                          0.48-1                                    deb                             
libspeex1                               1.2.1-2ubuntu2.24.04.1                    deb                             
libspeexdsp1                            1.2.1-1ubuntu3                            deb                             
libsphinxbase3t64                       0.8+5prealpha+1-17build2                  deb                             
libsqlite3-0                            3.45.1-1ubuntu2                           deb                             
libsratom-0-0                           0.6.16-1build1                            deb                             
libsrt1.5-gnutls                        1.5.3-1build2                             deb                             
libsrtp2-1                              2.5.0-3build1                             deb                             
libss2                                  1.47.0-2.4~exp1ubuntu4.1                  deb                             
libssh-4                                0.10.6-2build2                            deb                             
libssh-gcrypt-4                         0.10.6-2build2                            deb                             
libssl1.1                               1.1.1f-1ubuntu2.23                        deb                             
libssl3t64                              3.0.13-0ubuntu3.4                         deb                             
libstartup-notification0                0.12-6build3                              deb                             
libstdc++6                              14.2.0-4ubuntu2~24.04                     deb           (+1 duplicate)    
libstemmer0d                            2.2.0-4build1                             deb                             
libsub-exporter-perl                    0.990-1                                   deb                             
libsub-exporter-progressive-perl        0.001013-3                                deb                             
libsub-identify-perl                    0.14-3build3                              deb                             
libsub-install-perl                     0.929-1                                   deb                             
libsub-name-perl                        0.27-1build3                              deb                             
libsub-quote-perl                       2.006008-1ubuntu1                         deb                             
libsvtav1enc1d1                         1.7.0+dfsg-2build1                        deb                             
libswitch-perl                          2.17-3                                    deb                             
libswresample4                          7:6.1.1-3ubuntu5                          deb                             
libswscale7                             7:6.1.1-3ubuntu5                          deb                             
libsystemd-shared                       255.4-1ubuntu8.4                          deb                             
libsystemd0                             255.4-1ubuntu8.4                          deb                             
libtag1v5                               1.13.1-1build1                            deb                             
libtag1v5-vanilla                       1.13.1-1build1                            deb                             
libtalloc2                              2.4.2-1build2                             deb                             
libtasn1-6                              4.19.0-3build1                            deb                             
libtcl8.6                               8.6.14+dfsg-1build1                       deb                             
libtdb1                                 1.4.10-1build1                            deb                             
libteamdctl0                            1.31-1build3                              deb                             
libtevent0t64                           0.16.1-2build1                            deb                             
libtext-iconv-perl                      1.7-8build3                               deb                             
libthai-data                            0.1.29-2build1                            deb                             
libthai0                                0.1.29-2build1                            deb                             
libtheora0                              1.1.1+dfsg.1-16.1build3                   deb                             
libthunarx-3-0                          4.18.8-1build3                            deb                             
libtiff6                                4.5.1+git230720-4ubuntu2.2                deb                             
libtimezonemap-data                     0.4.6-6ubuntu1                            deb                             
libtimezonemap1                         0.4.6-6ubuntu1                            deb                             
libtinfo6                               6.4+20240113-1ubuntu2                     deb           (+1 duplicate)    
libtirpc-common                         1.3.4+ds-1.1build1                        deb                             
libtirpc3t64                            1.3.4+ds-1.1build1                        deb                             
libtry-tiny-perl                        0.31-2                                    deb                             
libtumbler-1-0t64                       4.18.1-1.1build4                          deb                             
libtwolame0                             0.4.0-2build3                             deb                             
libuchardet0                            0.0.8-1build1                             deb                             
libudev1                                255.4-1ubuntu8.4                          deb                             
libudfread0                             1.1.2-1build1                             deb                             
libudisks2-0                            2.10.1-6ubuntu1                           deb                             
libunibreak5                            5.1-2build1                               deb                             
libunistring5                           1.1-2build1                               deb                             
libunity-control-center1                15.04.0+23.04.20230220-0ubuntu8           deb                             
libunity-gtk2-parser0                   0.0.0+18.04.20171202-0ubuntu7             deb                             
libunity-gtk3-parser0                   0.0.0+18.04.20171202-0ubuntu7             deb                             
libunity-settings-daemon1               15.04.1+21.10.20220802-0ubuntu5           deb                             
libunwind8                              1.6.2-3build1                             deb                             
libupower-glib3                         1.90.3-1                                  deb                             
liburi-perl                             5.27-1                                    deb                             
libusb-1.0-0                            2:1.0.27-1                                deb                             
libusbmuxd6                             2.0.2-4build3                             deb                             
libutempter0                            1.2.1-3build1                             deb                             
libuuid1                                2.39.3-9ubuntu6.1                         deb                             
libv4l-0t64                             1.26.1-4build3                            deb                             
libv4lconvert0t64                       1.26.1-4build3                            deb                             
libva-drm2                              2.20.0-2build1                            deb                             
libva-x11-2                             2.20.0-2build1                            deb                             
libva2                                  2.20.0-2build1                            deb                             
libvariable-magic-perl                  0.63-1build3                              deb                             
libvdpau1                               1.5-2build1                               deb                             
libvidstab1.1                           1.1.0-2build1                             deb                             
libvisual-0.4-0                         0.4.2-2build1                             deb                             
libvo-aacenc0                           0.1.3-2build1                             deb                             
libvo-amrwbenc0                         0.1.3-2build1                             deb                             
libvolume-key1                          0.3.12-7build2                            deb                             
libvorbis0a                             1.3.7-1build3                             deb                             
libvorbisenc2                           1.3.7-1build3                             deb                             
libvorbisfile3                          1.3.7-1build3                             deb                             
libvpl2                                 2023.3.0-1build1                          deb                             
libvpx9                                 1.14.0-1ubuntu2.1                         deb                             
libvte-2.91-0                           0.76.0-1ubuntu0.1                         deb                             
libvte-2.91-common                      0.76.0-1ubuntu0.1                         deb                             
libvulkan1                              1.3.275.0-1build1                         deb           (+1 duplicate)    
libwacom-common                         2.10.0-2                                  deb                             
libwacom9                               2.10.0-2                                  deb                             
libwavpack1                             5.6.0-1build1                             deb                             
libwayland-client0                      1.22.0-2.1build1                          deb           (+1 duplicate)    
libwayland-cursor0                      1.22.0-2.1build1                          deb                             
libwayland-egl1                         1.22.0-2.1build1                          deb                             
libwayland-server0                      1.22.0-2.1build1                          deb           (+1 duplicate)    
libwbclient0                            2:4.19.5+dfsg-4ubuntu9                    deb                             
libwebkit2gtk-4.1-0                     2.46.4-0ubuntu0.24.04.1                   deb                             
libwebp7                                1.3.2-0.4build3                           deb                             
libwebpdemux2                           1.3.2-0.4build3                           deb                             
libwebpmux3                             1.3.2-0.4build3                           deb                             
libwebrtc-audio-processing1             0.3.1-0ubuntu6                            deb                             
libwhoopsie-preferences0                23build3                                  deb                             
libwhoopsie0                            0.2.77build3                              deb                             
libwildmidi2                            0.4.3-1build3                             deb                             
libwnck-3-0                             43.0-3build4                              deb                             
libwnck-3-common                        43.0-3build4                              deb                             
libwoff1                                1.0.2-2build1                             deb                             
libwrap0                                7.6.q-33                                  deb                             
libwx-perl                              1:0.9932-8build7                          deb                             
libwxbase3.2-1t64                       3.2.4+dfsg-4build1                        deb                             
libwxgtk-gl3.2-1t64                     3.2.4+dfsg-4build1                        deb                             
libwxgtk-media3.2-1t64                  3.2.4+dfsg-4build1                        deb                             
libwxgtk-media3.2-dev                   3.2.4+dfsg-4build1                        deb                             
libwxgtk3.2-1t64                        3.2.4+dfsg-4build1                        deb                             
libwxgtk3.2-dev                         3.2.4+dfsg-4build1                        deb                             
libx11-6                                2:1.8.7-1build1                           deb           (+1 duplicate)    
libx11-data                             2:1.8.7-1build1                           deb                             
libx11-dev                              2:1.8.7-1build1                           deb                             
libx11-xcb1                             2:1.8.7-1build1                           deb           (+1 duplicate)    
libx264-164                             2:0.164.3108+git31e19f9-1                 deb                             
libx265-199                             3.5-2build1                               deb                             
libxapian30                             1.4.22-1build1                            deb                             
libxatracker2                           24.3.2~kisak1~n                           deb                             
libxau-dev                              1:1.0.9-1build6                           deb                             
libxau6                                 1:1.0.9-1build6                           deb           (+1 duplicate)    
libxaw7                                 2:1.0.14-1build2                          deb                             
libxcb-damage0                          1.15-1ubuntu2                             deb                             
libxcb-dri2-0                           1.15-1ubuntu2                             deb           (+1 duplicate)    
libxcb-dri3-0                           1.15-1ubuntu2                             deb           (+1 duplicate)    
libxcb-glx0                             1.15-1ubuntu2                             deb           (+1 duplicate)    
libxcb-icccm4                           0.4.1-1.1build3                           deb                             
libxcb-image0                           0.4.0-2build1                             deb                             
libxcb-keysyms1                         0.4.0-1build4                             deb                             
libxcb-present0                         1.15-1ubuntu2                             deb           (+1 duplicate)    
libxcb-randr0                           1.15-1ubuntu2                             deb           (+1 duplicate)    
libxcb-render-util0                     0.3.9-1build4                             deb                             
libxcb-render0                          1.15-1ubuntu2                             deb                             
libxcb-shape0                           1.15-1ubuntu2                             deb                             
libxcb-shm0                             1.15-1ubuntu2                             deb           (+1 duplicate)    
libxcb-sync1                            1.15-1ubuntu2                             deb           (+1 duplicate)    
libxcb-util1                            0.4.0-1build3                             deb                             
libxcb-xfixes0                          1.15-1ubuntu2                             deb           (+1 duplicate)    
libxcb-xinerama0                        1.15-1ubuntu2                             deb                             
libxcb-xinput0                          1.15-1ubuntu2                             deb                             
libxcb-xkb1                             1.15-1ubuntu2                             deb                             
libxcb1                                 1.15-1ubuntu2                             deb           (+1 duplicate)    
libxcb1-dev                             1.15-1ubuntu2                             deb                             
libxcomposite1                          1:0.4.5-1build3                           deb                             
libxcursor1                             1:1.2.1-1build1                           deb                             
libxcvt0                                0.1.2-1build1                             deb                             
libxdamage1                             1:1.1.6-1build1                           deb                             
libxdmcp-dev                            1:1.1.3-0ubuntu6                          deb                             
libxdmcp6                               1:1.1.3-0ubuntu6                          deb           (+1 duplicate)    
libxext6                                2:1.3.4-1build2                           deb           (+1 duplicate)    
libxfce4panel-2.0-4                     4.18.4-1build2                            deb                             
libxfce4ui-2-0                          4.18.4-1build4                            deb                             
libxfce4ui-common                       4.18.4-1build4                            deb                             
libxfce4ui-utils                        4.18.4-1build4                            deb                             
libxfce4util-bin                        4.18.1-2build3                            deb                             
libxfce4util-common                     4.18.1-2build3                            deb                             
libxfce4util7                           4.18.1-2build3                            deb                             
libxfconf-0-3                           4.18.1-1build3                            deb                             
libxfixes3                              1:6.0.0-2build1                           deb           (+1 duplicate)    
libxfont2                               1:2.0.6-1build1                           deb                             
libxft2                                 2.3.6-1build1                             deb                             
libxi6                                  2:1.8.1-1build1                           deb                             
libxinerama1                            2:1.1.4-3build1                           deb                             
libxkbcommon-x11-0                      1.6.0-1build1                             deb                             
libxkbcommon0                           1.6.0-1build1                             deb                             
libxkbfile1                             1:1.1.0-1build4                           deb                             
libxkbregistry0                         1.6.0-1build1                             deb                             
libxklavier16                           5.4-5build2                               deb                             
libxml2                                 2.9.14+dfsg-1.3ubuntu3                    deb           (+1 duplicate)    
libxmlb2                                0.3.18-1                                  deb                             
libxmu6                                 2:1.1.3-3build2                           deb                             
libxmuu1                                2:1.1.3-3build2                           deb                             
libxpm4                                 1:3.5.17-1build2                          deb                             
libxpresent1                            1.0.0-2build2                             deb                             
libxrandr2                              2:1.5.2-2build1                           deb                             
libxrender1                             1:0.9.10-1.1build1                        deb                             
libxres1                                2:1.2.1-1build1                           deb                             
libxshmfence1                           1.3-1build5                               deb           (+1 duplicate)    
libxslt1.1                              1.1.39-0exp1build1                        deb                             
libxss1                                 1:1.2.3-1build3                           deb                             
libxstring-perl                         0.005-2build3                             deb                             
libxt6t64                               1:1.2.1-1.2build1                         deb                             
libxtables12                            1.8.10-3ubuntu2                           deb                             
libxtst6                                2:1.2.3-1.1build1                         deb                             
libxv1                                  2:1.0.11-1.1build1                        deb                             
libxvidcore4                            2:1.3.7-1build1                           deb                             
libxvmc1                                2:1.0.12-2build3                          deb                             
libxxf86dga1                            2:1.1.5-1build1                           deb                             
libxxf86vm1                             1:1.1.4-1build4                           deb           (+1 duplicate)    
libxxhash0                              0.8.2-2build1                             deb                             
libyajl2                                2.1.0-5build1                             deb                             
libyaml-0-2                             0.2.5-1build1                             deb                             
libyaml-tiny-perl                       1.74-1                                    deb                             
libyelp0                                42.2-1build2                              deb                             
libzbar0t64                             0.23.93-4build3                           deb                             
libzeitgeist-2.0-0                      1.0.4-5ubuntu5                            deb                             
libzimg2                                3.0.5+ds1-1build1                         deb                             
libzix-0-0                              0.4.2-2build1                             deb                             
libzmq5                                 4.3.5-1build2                             deb                             
libzstd1                                1.5.5+dfsg2-2build1.1                     deb           (+1 duplicate)    
libzvbi-common                          0.2.42-2                                  deb                             
libzvbi0t64                             0.2.42-2                                  deb                             
libzxing3                               2.2.1-3                                   deb                             
light-locker                            1.8.0-3ubuntu3                            deb                             
light-locker-settings                   1.5.0-0ubuntu4                            deb                             
lightdm                                 1.30.0-0ubuntu14                          deb                             
locales                                 2.39-0ubuntu8.3                           deb                             
login                                   1:4.13+dfsg1-4ubuntu3.2                   deb                             
logsave                                 1.47.0-2.4~exp1ubuntu4.1                  deb                             
lsb-release                             12.0-2                                    deb                             
lsof                                    4.95.0-1build3                            deb                             
man-db                                  2.12.0-4build2                            deb                             
markdown-it-py                          3.0.0                                     python                          
mawk                                    1.3.4.20240123-1build1                    deb                             
mdurl                                   0.1.2                                     python                          
media-types                             10.1.0                                    deb                             
memcached                               1.6.24-1build3                            deb                             
mesa-utils                              9.0.0-2                                   deb                             
mesa-utils-bin                          9.0.0-2                                   deb                             
mesa-va-drivers                         24.3.2~kisak1~n                           deb                             
mesa-vdpau-drivers                      24.3.2~kisak1~n                           deb                             
mesa-vulkan-drivers                     24.3.2~kisak1~n                           deb                             
mobile-broadband-provider-info          20230416-1                                deb                             
modemmanager                            1.23.4-0ubuntu2                           deb                             
mount                                   2.39.3-9ubuntu6.1                         deb                             
mousetweaks                             3.32.0-4build2                            deb                             
nautilus-data                           1:46.2-0ubuntu0.2                         deb                             
ncurses-base                            6.4+20240113-1ubuntu2                     deb                             
ncurses-bin                             6.4+20240113-1ubuntu2                     deb                             
net-tools                               2.10-0.1ubuntu4                           deb                             
netbase                                 6.4                                       deb                             
netifaces                               0.11.0                                    python                          
netplan-generator                       1.0.1-1ubuntu2~24.04.1                    deb                             
netplan.io                              1.0.1-1ubuntu2~24.04.1                    deb                             
network-manager                         1.46.0-1ubuntu2.2                         deb                             
network-manager-gnome                   1.34.0-1ubuntu3                           deb                             
network-manager-pptp                    1.2.12-3build2                            deb                             
networkd-dispatcher                     2.2.4-1                                   deb                             
notification-daemon                     3.20.0-4build3                            deb                             
ntfs-3g                                 1:2022.10.3-1.2ubuntu3                    deb                             
oauthlib                                3.2.2                                     python                          
ocl-icd-libopencl1                      2.3.2-1build1                             deb                             
openssh-client                          1:9.6p1-3ubuntu13.5                       deb                             
openssl                                 3.0.13-0ubuntu3.4                         deb                             
p11-kit                                 0.25.3-4ubuntu2.1                         deb                             
p11-kit-modules                         0.25.3-4ubuntu2.1                         deb                             
packagekit                              1.2.8-2ubuntu1.1                          deb                             
packagekit-tools                        1.2.8-2ubuntu1.1                          deb                             
parted                                  3.6-4build1                               deb                             
passwd                                  1:4.13+dfsg1-4ubuntu3.2                   deb                             
patch                                   2.7.6-7build3                             deb                             
pavucontrol                             5.0-2build3                               deb                             
pci.ids                                 0.0~2024.03.31-1                          deb                             
perl                                    5.38.2-3.2build2                          deb                             
perl-base                               5.38.2-3.2build2                          deb                             
perl-modules-5.38                       5.38.2-3.2build2                          deb                             
pinentry-curses                         1.2.1-3ubuntu5                            deb                             
pinentry-gnome3                         1.2.1-3ubuntu5                            deb                             
pkexec                                  124-2ubuntu1                              deb                             
plymouth                                24.004.60-1ubuntu7                        deb                             
plymouth-label                          24.004.60-1ubuntu7                        deb                             
plymouth-theme-ubuntu-text              24.004.60-1ubuntu7                        deb                             
pocketsphinx-en-us                      0.8.0+real5prealpha+1-15ubuntu5           deb                             
policykit-1                             124-2ubuntu1                              deb                             
policykit-1-gnome                       0.105-7ubuntu5                            deb                             
polkitd                                 124-2ubuntu1                              deb                             
poppler-data                            0.4.12-1                                  deb                             
poppler-utils                           24.02.0-1ubuntu9.1                        deb                             
ppp                                     2.4.9-1+1.1ubuntu4                        deb                             
pptp-linux                              1.10.0-1build4                            deb                             
printer-driver-cups-pdf                 3.0.1-14build2                            deb                             
procps                                  2:4.0.4-4ubuntu3.2                        deb                             
psmisc                                  23.7-1build1                              deb                             
psutil                                  5.9.8                                     python                          
publicsuffix                            20231001.0357-0.1                         deb                             
pulseaudio                              1:16.1+dfsg1-2ubuntu10                    deb                             
pulseaudio-utils                        1:16.1+dfsg1-2ubuntu10                    deb                             
pycairo                                 1.25.1                                    python                          
pycups                                  2.0.1                                     python                          
pygments                                2.17.2                                    python                          
pygobject                               3.48.2                                    python                          
pyjwt                                   2.7.0                                     python                          
pyparsing                               3.1.1                                     python                          
python-apt                              2.7.7+ubuntu3                             python                          
python-apt-common                       2.7.7ubuntu3                              deb                             
python3                                 3.12.3-0ubuntu2                           deb                             
python3-apport                          2.28.1-0ubuntu3.3                         deb                             
python3-apt                             2.7.7ubuntu3                              deb                             
python3-blinker                         1.7.0-1                                   deb                             
python3-cairo                           1.25.1-2build2                            deb                             
python3-certifi                         2023.11.17-1                              deb                             
python3-cffi-backend                    1.16.0-2build1                            deb                             
python3-chardet                         5.2.0+dfsg-1                              deb                             
python3-cryptography                    41.0.7-4ubuntu0.1                         deb                             
python3-cups                            2.0.1-5build6                             deb                             
python3-cupshelpers                     1.5.18-1ubuntu9                           deb                             
python3-dbus                            1.3.2-5build3                             deb                             
python3-distro                          1.9.0-1                                   deb                             
python3-distro-info                     1.7build1                                 deb                             
python3-gi                              3.48.2-1                                  deb                             
python3-httplib2                        0.20.4-3                                  deb                             
python3-ibus-1.0                        1.5.29-2                                  deb                             
python3-idna                            3.6-2ubuntu0.1                            deb                             
python3-jwt                             2.7.0-1                                   deb                             
python3-launchpadlib                    1.11.0-6                                  deb                             
python3-lazr.restfulclient              0.14.6-1                                  deb                             
python3-lazr.uri                        1.0.6-3                                   deb                             
python3-markdown-it                     3.0.0-2                                   deb                             
python3-mdurl                           0.1.2-1                                   deb                             
python3-minimal                         3.12.3-0ubuntu2                           deb                             
python3-netifaces                       0.11.0-2build3                            deb                             
python3-netplan                         1.0.1-1ubuntu2~24.04.1                    deb                             
python3-oauthlib                        3.2.2-1                                   deb                             
python3-pkg-resources                   68.1.2-2ubuntu1.1                         deb                             
python3-problem-report                  2.28.1-0ubuntu3.3                         deb                             
python3-psutil                          5.9.8-2build2                             deb                             
python3-pygments                        2.17.2+dfsg-1                             deb                             
python3-pyparsing                       3.1.1-1                                   deb                             
python3-requests                        2.31.0+dfsg-1ubuntu1                      deb                             
python3-rich                            13.7.1-1                                  deb                             
python3-six                             1.16.0-4                                  deb                             
python3-software-properties             0.99.49.1                                 deb                             
python3-systemd                         235-1build4                               deb                             
python3-urllib3                         2.0.7-1ubuntu0.1                          deb                             
python3-wadllib                         1.3.6-5                                   deb                             
python3-xdg                             0.28-2                                    deb                             
python3-yaml                            6.0.1-2build2                             deb                             
python3.12                              3.12.3-1ubuntu0.3                         deb                             
python3.12-minimal                      3.12.3-1ubuntu0.3                         deb                             
pyxdg                                   0.28                                      python                          
pyyaml                                  6.0.1                                     python                          
readline-common                         8.2-4build1                               deb                             
requests                                2.31.0                                    python                          
rich                                    13.7.1                                    python                          
rtkit                                   0.13-5build1                              deb                             
samba-libs                              2:4.19.5+dfsg-4ubuntu9                    deb                             
sane-airscan                            0.99.29-0ubuntu4                          deb                             
sane-utils                              1.2.1-7build4                             deb                             
sasl2-bin                               2.1.28+dfsg1-5ubuntu3.1                   deb                             
sed                                     4.9-2build1                               deb                             
sensible-utils                          0.0.22                                    deb                             
session-migration                       0.3.9build1                               deb                             
sgml-base                               1.31                                      deb                             
sgml-data                               2.0.11+nmu1                               deb                             
shared-mime-info                        2.4-4                                     deb                             
six                                     1.16.0                                    python                          
snapd                                   2.66.1+24.04                              deb                             
software-properties-common              0.99.49.1                                 deb                             
sound-theme-freedesktop                 0.8-2ubuntu1                              deb                             
squashfs-tools                          1:4.6.1-1build1                           deb                             
ssl-cert                                1.1.2ubuntu1                              deb                             
ssr-window                              4.0.1                                     npm           (+1 duplicate)    
stdlib                                  go1.22.2                                  go-module     (+12 duplicates)  
sudo                                    1.9.15p5-3ubuntu5                         deb                             
supervisor                              4.2.5                                     python                          
supervisor                              4.2.5-1ubuntu0.1                          deb                             
swiper                                  7.2.0                                     npm           (+1 duplicate)    
system-config-printer                   1.5.18-1ubuntu9                           deb                             
system-config-printer-common            1.5.18-1ubuntu9                           deb                             
system-config-printer-udev              1.5.18-1ubuntu9                           deb                             
systemd                                 255.4-1ubuntu8.4                          deb                             
systemd-dev                             255.4-1ubuntu8.4                          deb                             
systemd-hwe-hwdb                        255.1.4                                   deb                             
systemd-python                          235                                       python                          
systemd-resolved                        255.4-1ubuntu8.4                          deb                             
systemd-sysv                            255.4-1ubuntu8.4                          deb                             
systemd-timesyncd                       255.4-1ubuntu8.4                          deb                             
sysvinit-utils                          3.08-6ubuntu3                             deb                             
tango-icon-theme                        0.8.90-11                                 deb                             
tar                                     1.35+dfsg-3build1                         deb                             
tcl                                     8.6.14build1                              deb                             
tcl8.6                                  8.6.14+dfsg-1build1                       deb                             
thunar                                  4.18.8-1build3                            deb                             
thunar-data                             4.18.8-1build3                            deb                             
thunar-volman                           4.18.0-1build2                            deb                             
timgm6mb-soundfont                      1.3-5                                     deb                             
tumbler                                 4.18.1-1.1build4                          deb                             
tumbler-common                          4.18.1-1.1build4                          deb                             
tzdata                                  2024a-3ubuntu1.1                          deb                             
ubuntu-keyring                          2023.11.28.1                              deb                             
ubuntu-mono                             24.04-0ubuntu1                            deb                             
ubuntu-touch-sounds                     15.08build1                               deb                             
ucf                                     3.0043+nmu1                               deb                             
udev                                    255.4-1ubuntu8.4                          deb                             
udisks2                                 2.10.1-6ubuntu1                           deb                             
unattended-upgrades                     0.1                                       python                          
unattended-upgrades                     2.9.1+nmu4ubuntu1                         deb                             
unity-control-center                    15.04.0+23.04.20230220-0ubuntu8           deb                             
unity-greeter                           24.04.1-0ubuntu1                          deb                             
unity-gtk-module-common                 0.0.0+18.04.20171202-0ubuntu7             deb                             
unity-gtk2-module                       0.0.0+18.04.20171202-0ubuntu7             deb                             
unity-gtk3-module                       0.0.0+18.04.20171202-0ubuntu7             deb                             
unity-settings-daemon                   15.04.1+21.10.20220802-0ubuntu5           deb                             
unity-settings-daemon-schemas           15.04.1+21.10.20220802-0ubuntu5           deb                             
update-inetd                            4.53                                      deb                             
upower                                  1.90.3-1                                  deb                             
urllib3                                 2.0.7                                     python                          
usb-modeswitch                          2.6.1-3ubuntu3                            deb                             
usb-modeswitch-data                     20191128-6                                deb                             
usb.ids                                 2024.03.18-1                              deb                             
usbmuxd                                 1.1.1-5~exp3ubuntu2                       deb                             
util-linux                              2.39.3-9ubuntu6.1                         deb                             
va-driver-all                           2.20.0-2build1                            deb                             
vdpau-driver-all                        1.5-2build1                               deb                             
vim                                     2:9.1.0016-1ubuntu7.5                     deb                             
vim-common                              2:9.1.0016-1ubuntu7.5                     deb                             
vim-runtime                             2:9.1.0016-1ubuntu7.5                     deb                             
wadllib                                 1.3.6                                     python                          
wamerican                               2020.12.07-2                              deb                             
wget                                    1.21.4-1ubuntu4.1                         deb                             
whoopsie                                0.2.77build3                              deb                             
whoopsie-preferences                    23build3                                  deb                             
wireless-regdb                          2022.06.06-0ubuntu2                       deb                             
wmctrl                                  1.07-7ubuntu3                             deb                             
wpasupplicant                           2:2.10-21ubuntu0.1                        deb                             
wx-common                               3.2.4+dfsg-4build1                        deb                             
wx3.2-headers                           3.2.4+dfsg-4build1                        deb                             
x11-apps                                7.7+11build3                              deb                             
x11-common                              1:7.7+23ubuntu3                           deb                             
x11-session-utils                       7.7+6build2                               deb                             
x11-utils                               7.7+6build2                               deb                             
x11-xkb-utils                           7.7+8build2                               deb                             
x11-xserver-utils                       7.7+10build2                              deb                             
x11proto-dev                            2023.2-1                                  deb                             
xauth                                   1:1.1.2-1build1                           deb                             
xbitmaps                                1.1.1-2.2                                 deb                             
xclip                                   0.13-3                                    deb                             
xcvt                                    0.1.2-1build1                             deb                             
xdg                                     5                                         python                          
xdg-dbus-proxy                          0.1.5-1build2                             deb                             
xdg-desktop-portal                      1.18.4-1ubuntu2.24.04.1                   deb                             
